,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,9,0
1,1,1,PDT,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,10,0
2,2,2,PFL,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,49,0
3,3,3,PL,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,25,0
4,4,4,PMDB,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,52,0
5,5,5,PMN,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,0,0
6,6,6,PP,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,33,2
7,7,7,PPS,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,15,0
8,8,8,PRONA,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,5,0
9,9,9,PSB,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,22,0
10,10,10,PSC,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,1,0
11,11,11,PSDB,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,49,1
12,12,12,PT,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,63,1
13,13,13,PTB,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,40,0
14,14,14,PV,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,5,0
15,15,15,S.Part.,1877,115155,2003-06-04 14:00:18.0,2003-06-04 20:20:48.0,1,0
