,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,7,0
1,1,PDT,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,9,1
2,2,PFL,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,2,34
3,3,PL,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,35,0
4,4,PMDB,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,44,5
5,5,PP,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,1,28
6,6,PPS,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,18,0
7,7,PRONA,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,0,2
8,8,PSB,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,13,0
9,9,PSC,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,4,0
10,10,PSDB,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,1,26
11,11,PSL,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,1,0
12,12,PT,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,72,1
13,13,PTB,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,39,2
14,14,PV,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,1,0
15,15,S.Part.,2168,150357,2004-04-27 14:00:39.0,2004-04-27 20:01:28.0,1,1
