,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,7,0
1,1,PDT,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,6,0
2,2,PFL,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,3,32
3,3,PL,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,30,0
4,4,PMDB,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,42,1
5,5,PP,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,40,1
6,6,PPS,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,15,0
7,7,PRONA,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,0,2
8,8,PSB,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,9,0
9,9,PSC,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,5,0
10,10,PSDB,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,3,19
11,11,PSL,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,1,0
12,12,PT,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,56,1
13,13,PTB,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,32,1
14,14,PV,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,4,0
15,15,S.Part.,2106,148770,2004-03-03 14:01:04.0,2004-03-03 19:59:41.0,4,0
