,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,9,0
1,1,PDT,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,6,0
2,2,PFL,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,6,22
3,3,PL,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,17,0
4,4,PMDB,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,48,0
5,5,PMN,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,1,0
6,6,PP,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,25,0
7,7,PPS,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,11,0
8,8,PRONA,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,0,4
9,9,PSB,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,8,0
10,10,PSC,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,3,0
11,11,PSDB,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,26,0
12,12,PSL,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,1,0
13,13,PT,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,66,4
14,14,PTB,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,24,2
15,15,PV,1962,127989,2003-09-16 12:01:15.0,2003-09-16 16:34:56.0,2,1
