,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,9,0
1,1,PDT,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,9,1
2,2,PFL,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,8,28
3,3,PL,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,33,2
4,4,PMDB,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,60,3
5,5,PP,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,41,3
6,6,PPS,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,14,1
7,7,PRONA,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,0,2
8,8,PSB,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,13,0
9,9,PSC,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,5,0
10,10,PSDB,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,4,34
11,11,PSL,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,1,0
12,12,PT,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,69,2
13,13,PTB,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,37,5
14,14,PV,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,0,0
15,15,S.Part.,2028,143020,2004-01-21 13:58:10.0,2004-01-21 20:15:21.0,2,1
