,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,DEM,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,4,44
1,1,PCdoB,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,12,0
2,2,PDT,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,15,2
3,3,PHS,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,1,0
4,4,PMDB,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,68,4
5,5,PMN,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,4,0
6,6,PP,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,27,1
7,7,PPS,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,0,8
8,8,PR,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,32,1
9,9,PRB,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,2,0
10,10,PRTB,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,1,0
11,11,PSB,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,18,2
12,12,PSC,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,9,2
13,13,PSDB,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,0,41
14,14,PSOL,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,0,3
15,15,PT,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,61,4
16,16,PTB,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,13,1
17,17,PTC,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,1,0
18,18,PTdoB,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,1,0
19,19,PV,3072,104342,2007-10-24 14:01:09.0,2007-10-24 19:00:02.0,9,1
