,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,7,4
1,1,1,PDT,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,6,6
2,2,2,PFL,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,32,34
3,3,3,PL,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,39,0
4,4,4,PMDB,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,49,19
5,5,5,PMN,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,1,0
6,6,6,PP,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,32,14
7,7,7,PPS,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,17,0
8,8,8,PRONA,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,0,6
9,9,9,PSB,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,18,2
10,10,10,PSC,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,1,0
11,11,11,PSDB,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,28,25
12,12,12,PSL,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,1,0
13,13,13,PT,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,81,11
14,14,14,PTB,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,42,8
15,15,15,PV,1940,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,4,1
