,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,11,0
1,1,1,PDT,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,13,0
2,2,2,PFL,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,7,48
3,3,3,PL,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,26,0
4,4,4,PMDB,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,44,4
5,5,5,PMN,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,0,0
6,6,6,PP,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,29,9
7,7,7,PPS,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,14,0
8,8,8,PRONA,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,0,4
9,9,9,PSB,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,20,0
10,10,10,PSC,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,1,0
11,11,11,PSDB,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,9,29
12,12,12,PT,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,80,3
13,13,13,PTB,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,30,4
14,14,14,PV,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,5,1
15,15,15,S.Part.,1883,116898,2003-06-11 14:00:20.0,2003-06-11 21:16:46.0,0,1
