,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,7,0
1,1,1,PDT,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,8,2
2,2,2,PFL,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,15,29
3,3,3,PL,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,25,3
4,4,4,PMDB,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,45,1
5,5,5,PMN,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,1,0
6,6,6,PP,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,27,3
7,7,7,PPS,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,15,0
8,8,8,PRONA,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,0,6
9,9,9,PSB,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,5,1
10,10,10,PSC,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,1,0
11,11,11,PSDB,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,30,11
12,12,12,PSL,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,0,1
13,13,13,PT,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,70,4
14,14,14,PTB,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,35,4
15,15,15,PV,1939,113716,2003-08-27 15:02:57.0,2003-08-27 20:01:18.0,3,1
