,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,11,0
1,1,PDT,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,10,0
2,2,PFL,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,10,42
3,3,PL,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,28,0
4,4,PMDB,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,64,2
5,5,PMN,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,0,0
6,6,PP,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,38,1
7,7,PPS,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,18,0
8,8,PRONA,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,0,5
9,9,PSB,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,8,0
10,10,PSC,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,6,0
11,11,PSDB,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,11,29
12,12,PSL,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,1,0
13,13,PT,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,89,1
14,14,PTB,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,36,2
15,15,PV,1970,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,5,0
