,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,5,0
1,1,1,PDT,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,6,1
2,2,2,PFL,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,49,0
3,3,3,PL,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,23,0
4,4,4,PMDB,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,38,0
5,5,5,PMN,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,0,0
6,6,6,PP,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,20,2
7,7,7,PPS,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,13,0
8,8,8,PRONA,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,0,4
9,9,9,PSB,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,19,0
10,10,10,PSC,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,1,0
11,11,11,PSDB,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,6,29
12,12,12,PT,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,62,1
13,13,13,PTB,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,24,2
14,14,14,PV,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,4,0
15,15,15,S.Part.,1905,125572,2003-07-31 08:59:54.0,2003-07-31 13:56:29.0,0,0
