,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,10,0
1,1,1,PDT,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,14,0
2,2,2,PFL,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,58,0
3,3,3,PL,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,27,0
4,4,4,PMDB,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,52,0
5,5,5,PMN,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,1,0
6,6,6,PPB,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,35,1
7,7,7,PPS,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,14,0
8,8,8,PRONA,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,6,0
9,9,9,PSB,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,23,1
10,10,10,PSC,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,1,0
11,11,11,PSDB,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,49,0
12,12,12,PT,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,73,1
13,13,13,PTB,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,41,0
14,14,14,PV,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,4,0
15,15,15,S.Part.,1867,111346,2003-05-20 14:00:18.0,2003-05-20 19:42:27.0,1,0
