,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
1,1,1,PDT,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
2,2,2,PFL,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
3,3,3,PL,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
4,4,4,PMDB,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
5,5,5,PMN,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
6,6,6,PP,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
7,7,7,PPS,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
8,8,8,PRONA,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
9,9,9,PSB,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
10,10,10,PSC,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
11,11,11,PSDB,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
12,12,12,PSL,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
13,13,13,PT,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
14,14,14,PTB,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
15,15,15,PV,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
16,16,16,S.Part.,1912,113716,2003-08-05 20:34:33.0,2003-08-06 01:15:12.0,,
