,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,9,1
1,1,1,PDT,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,13,1
2,2,2,PFL,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,6,57
3,3,3,PL,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,31,1
4,4,4,PMDB,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,37,18
5,5,5,PMN,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,0,0
6,6,6,PPB,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,21,12
7,7,7,PPS,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,19,1
8,8,8,PRONA,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,0,6
9,9,9,PSB,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,20,0
10,10,10,PSC,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,1,0
11,11,11,PSDB,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,3,55
12,12,12,PT,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,77,2
13,13,13,PTB,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,38,3
14,14,14,PV,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,3,3
15,15,15,S.Part.,1871,112201,2003-05-28 13:57:28.0,2003-05-28 20:02:34.0,0,2
