,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
1,1,1,PDT,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
2,2,2,PFL,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
3,3,3,PL,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
4,4,4,PMDB,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
5,5,5,PMN,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
6,6,6,PP,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
7,7,7,PPS,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
8,8,8,PRONA,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
9,9,9,PSB,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
10,10,10,PSC,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
11,11,11,PSDB,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
12,12,12,PT,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
13,13,13,PTB,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
14,14,14,PV,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
15,15,15,S.Part.,1882,116898,2003-06-10 20:06:07.0,2003-06-10 22:04:26.0,,
