,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,5,0
1,1,PDT,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,8,0
2,2,PFL,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,8,32
3,3,PL,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,30,0
4,4,PMDB,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,52,1
5,5,PP,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,24,0
6,6,PPS,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,2,0
7,7,PRONA,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,0,5
8,8,PSB,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,13,1
9,9,PSC,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,5,0
10,10,PSDB,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,32,0
11,11,PSL,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,1,0
12,12,PT,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,60,4
13,13,PTB,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,34,2
14,14,PV,1992,125572,2003-10-15 14:11:55.0,2003-10-15 20:13:26.0,2,0
