,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,7,0
1,1,PDT,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,11,0
2,2,PFL,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,48,4
3,3,PL,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,36,2
4,4,PMDB,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,61,12
5,5,PP,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,40,6
6,6,PPS,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,16,0
7,7,PRONA,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,0,2
8,8,PSB,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,10,3
9,9,PSDB,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,35,7
10,10,PSL,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,1,0
11,11,PT,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,67,15
12,12,PTB,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,27,10
13,13,PV,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,6,0
14,14,S.Part.,2316,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,2,2
