,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,8,0
1,1,PDT,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,7,0
2,2,PFL,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,5,13
3,3,PL,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,21,0
4,4,PMDB,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,46,1
5,5,PP,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,31,0
6,6,PPS,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,15,0
7,7,PRONA,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,0,2
8,8,PSB,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,11,0
9,9,PSC,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,5,0
10,10,PSDB,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,1,12
11,11,PSL,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,1,0
12,12,PT,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,73,1
13,13,PTB,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,29,1
14,14,PV,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,3,2
15,15,S.Part.,2021,140406,2003-12-18 18:49:34.0,2003-12-18 23:00:20.0,2,0
