,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,9,0
1,1,PDT,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,7,1
2,2,PFL,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,18,43
3,3,PL,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,34,2
4,4,PMDB,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,62,4
5,5,PMN,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,1,0
6,6,PP,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,34,6
7,7,PPS,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,17,1
8,8,PRONA,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,0,5
9,9,PSB,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,14,0
10,10,PSC,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,2,0
11,11,PSDB,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,13,31
12,12,PSL,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,1,0
13,13,PT,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,86,1
14,14,PTB,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,45,3
15,15,PV,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,3,1
16,16,S.Part.,1951,113717,2003-09-10 15:32:11.0,2003-09-10 21:05:47.0,1,0
