,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,DEM,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,6,40
1,1,PCdoB,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,12,0
2,2,PDT,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,16,0
3,3,PHS,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,2,0
4,4,PMDB,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,56,9
5,5,PMN,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,4,0
6,6,PP,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,34,1
7,7,PPS,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,0,9
8,8,PR,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,30,2
9,9,PRB,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,3,0
10,10,PRTB,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,1,0
11,11,PSB,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,18,3
12,12,PSC,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,9,2
13,13,PSDB,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,1,43
14,14,PSOL,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,0,3
15,15,PT,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,65,2
16,16,PTB,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,16,1
17,17,PTC,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,0,0
18,18,PTdoB,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,1,0
19,19,PV,3081,104342,2007-10-31 20:06:00.0,2007-10-31 22:44:59.0,10,2
