,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,9,0
1,1,1,PDT,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,12,2
2,2,2,PFL,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,6,25
3,3,3,PL,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,26,0
4,4,4,PMDB,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,40,8
5,5,5,PMN,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,0,0
6,6,6,PPB,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,16,11
7,7,7,PPS,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,18,0
8,8,8,PRONA,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,0,5
9,9,9,PSB,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,5,0
10,10,10,PSC,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,1,0
11,11,11,PSDB,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,7,26
12,12,12,PT,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,77,1
13,13,13,PTB,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,30,1
14,14,14,PV,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,3,1
15,15,15,S.Part.,1865,105507,2003-05-06 20:30:54.0,2003-05-06 22:14:19.0,0,1
