,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
1,1,1,PDT,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
2,2,2,PFL,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
3,3,3,PL,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
4,4,4,PMDB,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
5,5,5,PMN,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
6,6,6,PPB,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
7,7,7,PPS,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
8,8,8,PRONA,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
9,9,9,PSB,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
10,10,10,PSC,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
11,11,11,PSDB,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
12,12,12,PT,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
13,13,13,PTB,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
14,14,14,PV,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
15,15,15,S.Part.,1872,112202,2003-05-28 20:02:02.0,2003-05-28 20:58:25.0,,
