,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,11,0
1,1,1,PDT,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,13,1
2,2,2,PFL,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,21,44
3,3,3,PL,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,28,0
4,4,4,PMDB,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,56,3
5,5,5,PMN,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,0,0
6,6,6,PPB,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,25,13
7,7,7,PPS,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,17,0
8,8,8,PRONA,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,5,0
9,9,9,PSB,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,24,0
10,10,10,PSC,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,1,0
11,11,11,PSDB,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,44,7
12,12,12,PT,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,83,1
13,13,13,PTB,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,34,0
14,14,14,PV,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,3,1
15,15,15,S.Part.,1861,105507,2003-04-29 20:11:14.0,2003-04-29 22:35:21.0,1,1
