,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,7,0
1,1,PDT,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,8,0
2,2,PFL,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,3,24
3,3,PL,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,20,0
4,4,PMDB,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,43,0
5,5,PMN,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,1,0
6,6,PP,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,26,0
7,7,PPS,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,10,0
8,8,PRONA,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,0,3
9,9,PSB,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,7,0
10,10,PSC,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,3,0
11,11,PSDB,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,5,27
12,12,PSL,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,0,0
13,13,PT,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,58,3
14,14,PTB,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,32,1
15,15,PV,1979,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,2,1
