,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,6,0
1,1,PDT,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,5,0
2,2,PFL,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,2,27
3,3,PL,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,29,0
4,4,PMDB,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,43,5
5,5,PP,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,21,3
6,6,PPS,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,12,0
7,7,PRONA,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,0,0
8,8,PSB,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,15,0
9,9,PSC,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,5,0
10,10,PSDB,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,3,22
11,11,PSL,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,1,0
12,12,PT,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,60,1
13,13,PTB,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,30,1
14,14,PV,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,3,0
15,15,S.Part.,2161,150357,2004-04-06 14:00:27.0,2004-04-06 19:40:18.0,3,1
