,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,DEM,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,7,38
1,1,PCdoB,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,10,0
2,2,PDT,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,16,2
3,3,PHS,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,2,0
4,4,PMDB,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,66,8
5,5,PMN,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,2,0
6,6,PP,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,31,1
7,7,PPS,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,0,10
8,8,PR,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,30,2
9,9,PRB,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,3,0
10,10,PRTB,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,1,0
11,11,PSB,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,21,2
12,12,PSC,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,8,2
13,13,PSDB,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,1,42
14,14,PSOL,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,0,3
15,15,PT,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,68,1
16,16,PTB,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,15,1
17,17,PTC,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,0,0
18,18,PTdoB,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,1,0
19,19,PV,3077,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,9,2
