,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,9,0
1,1,1,PDT,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,12,1
2,2,2,PFL,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,5,30
3,3,3,PL,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,23,0
4,4,4,PMDB,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,37,2
5,5,5,PMN,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,1,0
6,6,6,PP,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,29,3
7,7,7,PPS,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,13,0
8,8,8,PRONA,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,4,2
9,9,9,PSB,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,14,0
10,10,10,PSC,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,0,0
11,11,11,PSDB,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,6,28
12,12,12,PSL,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,1,0
13,13,13,PT,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,74,0
14,14,14,PTB,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,36,1
15,15,15,PV,1923,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,2,1
