,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,9,0
1,1,1,PDT,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,12,0
2,2,2,PFL,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,52,0
3,3,3,PL,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,28,0
4,4,4,PMDB,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,43,0
5,5,5,PMN,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,0,0
6,6,6,PPB,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,3,28
7,7,7,PPS,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,16,0
8,8,8,PRONA,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,0,5
9,9,9,PSB,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,19,1
10,10,10,PSC,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,1,0
11,11,11,PSDB,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,43,0
12,12,12,PT,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,70,1
13,13,13,PTB,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,35,0
14,14,14,PV,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,2,0
15,15,15,S.Part.,1870,105507,2003-05-27 14:04:48.0,2003-05-27 20:23:23.0,0,0
