,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,DEM,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,23,0
1,1,PCdoB,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,11,0
2,2,PDT,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,24,0
3,3,PHS,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,1,0
4,4,PMDB,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,59,1
5,5,PMN,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,0,0
6,6,PP,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,27,2
7,7,PPS,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,10,0
8,8,PR,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,26,1
9,9,PRB,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,8,0
10,10,PRP,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,1,0
11,11,PRTB,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,1,0
12,12,PSB,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,22,0
13,13,PSC,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,12,0
14,14,PSD,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,34,0
15,15,PSDB,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,39,0
16,16,PSL,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,1,0
17,17,PSOL,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,3,0
18,18,PT,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,70,0
19,19,PTB,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,13,0
20,20,PTC,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,1,0
21,21,PTdoB,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,3,0
22,22,PV,4922,131591,2012-03-27 17:33:00.0,2012-03-27 19:12:11.0,7,0
