,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,4,7
1,1,1,PDT,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,0,14
2,2,2,PFL,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,31,35
3,3,3,PL,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,33,4
4,4,4,PMDB,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,36,28
5,5,5,PMN,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,0,0
6,6,6,PP,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,29,15
7,7,7,PPS,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,17,0
8,8,8,PRONA,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,0,6
9,9,9,PSB,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,18,10
10,10,10,PSC,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,1,0
11,11,11,PSDB,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,26,28
12,12,12,PSL,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,1,0
13,13,13,PT,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,89,4
14,14,14,PTB,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,38,11
15,15,15,PV,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,2,3
16,16,16,S.Part.,1920,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,1,0
