,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,11,0
1,1,1,PDT,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,10,4
2,2,2,PFL,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,32,34
3,3,3,PL,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,33,2
4,4,4,PMDB,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,48,11
5,5,5,PMN,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,1,0
6,6,6,PP,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,32,10
7,7,7,PPS,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,18,0
8,8,8,PRONA,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,0,6
9,9,9,PSB,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,24,4
10,10,10,PSC,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,1,0
11,11,11,PSDB,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,22,26
12,12,12,PSL,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,1,0
13,13,13,PT,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,78,12
14,14,14,PTB,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,46,4
15,15,15,PV,1931,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,5,1
