,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,11,0
1,1,PDT,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,9,0
2,2,PFL,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,12,31
3,3,PL,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,27,0
4,4,PMDB,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,60,0
5,5,PMN,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,1,0
6,6,PP,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,35,0
7,7,PPS,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,12,0
8,8,PRONA,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,0,4
9,9,PSB,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,10,0
10,10,PSC,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,4,0
11,11,PSDB,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,34,2
12,12,PSL,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,1,0
13,13,PT,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,78,1
14,14,PTB,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,42,1
15,15,PV,1965,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,4,0
