,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,11,0
1,1,PDT,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,11,0
2,2,PFL,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,12,44
3,3,PL,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,31,0
4,4,PMDB,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,66,2
5,5,PMN,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,0,0
6,6,PP,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,39,1
7,7,PPS,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,15,0
8,8,PRONA,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,0,5
9,9,PSB,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,8,0
10,10,PSC,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,5,0
11,11,PSDB,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,6,36
12,12,PSL,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,1,0
13,13,PT,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,86,2
14,14,PTB,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,40,5
15,15,PV,1967,113717,2003-09-16 16:36:29.0,2003-09-16 23:24:10.0,3,1
