,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,9,0
1,1,PDT,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,7,1
2,2,PFL,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,6,23
3,3,PL,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,23,0
4,4,PMDB,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,52,0
5,5,PMN,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,1,0
6,6,PP,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,23,0
7,7,PPS,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,12,0
8,8,PRONA,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,0,5
9,9,PSB,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,11,0
10,10,PSC,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,3,0
11,11,PSDB,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,27,0
12,12,PSL,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,1,0
13,13,PT,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,63,2
14,14,PTB,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,25,2
15,15,PV,1958,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,3,0
