,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,9,0
1,1,PDT,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,7,0
2,2,PFL,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,7,24
3,3,PL,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,23,0
4,4,PMDB,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,58,1
5,5,PMN,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,1,0
6,6,PP,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,30,1
7,7,PPS,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,12,0
8,8,PRONA,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,0,4
9,9,PSB,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,15,0
10,10,PSC,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,2,0
11,11,PSDB,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,35,1
12,12,PSL,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,1,0
13,13,PT,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,82,2
14,14,PTB,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,36,2
15,15,PV,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,3,0
16,16,S.Part.,1947,113717,2003-09-10 11:20:56.0,2003-09-10 15:27:32.0,1,0
