,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,10,0
1,1,1,PDT,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,11,0
2,2,2,PFL,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,15,48
3,3,3,PL,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,30,0
4,4,4,PMDB,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,56,4
5,5,5,PMN,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,0,0
6,6,6,PP,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,33,5
7,7,7,PPS,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,18,0
8,8,8,PRONA,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,0,5
9,9,9,PSB,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,26,2
10,10,10,PSC,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,1,0
11,11,11,PSDB,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,39,10
12,12,12,PSL,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,1,0
13,13,13,PT,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,88,4
14,14,14,PTB,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,45,2
15,15,15,PV,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,4,1
16,16,16,S.Part.,1916,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,1,0
