,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,10,0
1,1,1,PDT,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,12,0
2,2,2,PFL,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,17,28
3,3,3,PL,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,28,0
4,4,4,PMDB,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,49,0
5,5,5,PMN,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,1,0
6,6,6,PP,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,38,2
7,7,7,PPS,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,17,0
8,8,8,PRONA,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,0,5
9,9,9,PSB,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,24,0
10,10,10,PSC,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,1,0
11,11,11,PSDB,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,4,34
12,12,12,PSL,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,1,0
13,13,13,PT,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,70,1
14,14,14,PTB,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,42,2
15,15,15,PV,1927,124116,2003-08-12 14:30:31.0,2003-08-12 19:32:28.0,5,1
