,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,6,0
1,1,1,PDT,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,7,0
2,2,2,PFL,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,8,29
3,3,3,PL,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,29,0
4,4,4,PMDB,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,49,3
5,5,5,PMN,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,1,0
6,6,6,PP,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,26,3
7,7,7,PPS,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,13,0
8,8,8,PRONA,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,0,5
9,9,9,PSB,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,14,2
10,10,10,PSC,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,0,0
11,11,11,PSDB,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,5,27
12,12,12,PSL,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,1,0
13,13,13,PT,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,73,3
14,14,14,PTB,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,36,1
15,15,15,PV,1937,113716,2003-08-27 09:31:09.0,2003-08-27 15:01:29.0,3,1
