,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,7,0
1,1,PDT,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,9,0
2,2,PFL,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,2,24
3,3,PL,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,36,1
4,4,PMDB,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,45,6
5,5,PP,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,0,28
6,6,PPS,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,19,0
7,7,PRONA,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,0,2
8,8,PSB,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,16,1
9,9,PSC,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,5,0
10,10,PSDB,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,1,19
11,11,PSL,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,0,0
12,12,PT,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,70,2
13,13,PTB,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,31,2
14,14,PV,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,2,1
15,15,S.Part.,2165,150373,2004-04-13 20:03:21.0,2004-04-13 21:48:37.0,1,1
