,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,11,0
1,1,1,PDT,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,13,1
2,2,2,PFL,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,60,4
3,3,3,PL,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,26,7
4,4,4,PMDB,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,59,2
5,5,5,PMN,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,1,0
6,6,6,PP,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,38,2
7,7,7,PPS,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,16,1
8,8,8,PRONA,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,6,0
9,9,9,PSB,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,26,1
10,10,10,PSC,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,1,0
11,11,11,PSDB,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,39,5
12,12,12,PSL,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,1,0
13,13,13,PT,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,89,1
14,14,14,PTB,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,13,37
15,15,15,PV,1930,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,5,1
