,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,8,1
1,1,PDT,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,7,1
2,2,PFL,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,3,25
3,3,PL,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,22,0
4,4,PMDB,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,45,1
5,5,PMN,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,0,0
6,6,PP,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,10,8
7,7,PPS,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,13,0
8,8,PRONA,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,0,4
9,9,PSB,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,8,0
10,10,PSC,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,3,0
11,11,PSDB,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,2,21
12,12,PSL,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,0,0
13,13,PT,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,63,1
14,14,PTB,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,22,4
15,15,PV,1959,127970,2003-09-15 18:32:22.0,2003-09-15 23:32:00.0,4,0
