,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,0,7
1,1,PDT,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,0,9
2,2,PFL,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,13,31
3,3,PL,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,20,2
4,4,PMDB,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,52,3
5,5,PP,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,39,3
6,6,PPS,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,0,13
7,7,PRONA,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,0,2
8,8,PSB,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,13,2
9,9,PSC,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,6,0
10,10,PSDB,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,35,2
11,11,PSL,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,1,0
12,12,PT,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,1,69
13,13,PTB,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,41,2
14,14,PV,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,0,5
15,15,S.Part.,2108,149101,2004-03-10 14:00:43.0,2004-03-10 19:02:05.0,0,4
