,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
1,1,1,PDT,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
2,2,2,PFL,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
3,3,3,PL,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
4,4,4,PMDB,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
5,5,5,PMN,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
6,6,6,PP,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
7,7,7,PPS,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
8,8,8,PRONA,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
9,9,9,PSB,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
10,10,10,PSC,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
11,11,11,PSDB,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
12,12,12,PT,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
13,13,13,PTB,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
14,14,14,PV,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
15,15,15,S.Part.,1900,121433,2003-07-29 20:02:10.0,2003-07-29 21:34:39.0,,
