,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,10,0
1,1,1,PDT,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,11,2
2,2,2,PFL,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,23,32
3,3,3,PL,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,29,0
4,4,4,PMDB,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,51,1
5,5,5,PMN,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,0,0
6,6,6,PP,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,33,3
7,7,7,PPS,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,16,0
8,8,8,PRONA,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,0,6
9,9,9,PSB,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,21,3
10,10,10,PSC,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,1,0
11,11,11,PSDB,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,35,5
12,12,12,PSL,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,1,0
13,13,13,PT,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,80,1
14,14,14,PTB,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,40,2
15,15,15,PV,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,4,1
16,16,16,S.Part.,1917,113716,2003-08-06 20:41:55.0,2003-08-07 03:05:08.0,1,0
