,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,10,0
1,1,1,PDT,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,12,1
2,2,2,PFL,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,10,43
3,3,3,PL,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,29,1
4,4,4,PMDB,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,58,0
5,5,5,PMN,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,1,0
6,6,6,PP,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,39,2
7,7,7,PPS,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,17,0
8,8,8,PRONA,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,0,6
9,9,9,PSB,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,25,2
10,10,10,PSC,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,1,0
11,11,11,PSDB,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,6,40
12,12,12,PSL,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,1,0
13,13,13,PT,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,81,2
14,14,14,PTB,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,42,1
15,15,15,PV,1928,113716,2003-08-13 13:00:22.0,2003-08-13 18:02:50.0,5,1
