,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,1,5
1,1,PDT,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,10,1
2,2,PFL,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,40,2
3,3,PL,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,35,2
4,4,PMDB,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,57,4
5,5,PP,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,39,2
6,6,PPS,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,16,0
7,7,PRONA,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,0,2
8,8,PSB,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,9,2
9,9,PSDB,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,33,3
10,10,PSL,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,1,0
11,11,PT,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,36,47
12,12,PTB,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,34,2
13,13,PV,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,0,6
14,14,S.Part.,2317,140375,2005-03-02 20:04:59.0,2005-03-02 23:22:56.0,2,1
