,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,8,0
1,1,PDT,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,5,0
2,2,PFL,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,1,35
3,3,PL,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,36,1
4,4,PMDB,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,50,7
5,5,PP,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,0,19
6,6,PPS,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,15,1
7,7,PRONA,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,0,1
8,8,PSB,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,14,0
9,9,PSC,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,4,0
10,10,PSDB,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,2,29
11,11,PSL,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,1,0
12,12,PT,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,71,1
13,13,PTB,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,36,1
14,14,PV,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,2,1
15,15,S.Part.,2166,150357,2004-04-14 14:00:31.0,2004-04-14 19:40:49.0,1,0
