,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,6,1
1,1,1,PDT,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,11,2
2,2,2,PFL,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,9,53
3,3,3,PL,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,29,4
4,4,4,PMDB,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,23,36
5,5,5,PMN,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,0,0
6,6,6,PP,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,22,14
7,7,7,PPS,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,14,2
8,8,8,PRONA,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,0,6
9,9,9,PSB,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,21,3
10,10,10,PSC,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,0,1
11,11,11,PSDB,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,9,31
12,12,12,PSL,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,1,0
13,13,13,PT,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,79,9
14,14,14,PTB,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,7,2
15,15,15,PV,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,3,2
16,16,16,S.Part.,1909,113716,2003-08-05 15:16:34.0,2003-08-05 20:30:14.0,2,0
