,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,4,0
1,1,PDT,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,5,0
2,2,PFL,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,3,18
3,3,PL,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,8,1
4,4,PMDB,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,35,1
5,5,PP,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,16,0
6,6,PPS,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,9,0
7,7,PRONA,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,0,0
8,8,PSB,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,7,0
9,9,PSC,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,6,0
10,10,PSDB,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,2,18
11,11,PSL,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,1,0
12,12,PT,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,40,2
13,13,PTB,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,11,1
14,14,PV,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,1,0
15,15,S.Part.,2109,150358,2004-03-11 08:00:02.0,2004-03-11 13:15:10.0,1,0
