,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,7,0
1,1,1,PDT,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,7,0
2,2,2,PFL,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,1,15
3,3,3,PL,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,14,0
4,4,4,PMDB,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,29,1
5,5,5,PMN,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,0,0
6,6,6,PPB,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,19,2
7,7,7,PPS,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,7,0
8,8,8,PRONA,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,0,3
9,9,9,PSB,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,15,0
10,10,10,PSC,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,1,0
11,11,11,PSDB,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,2,16
12,12,12,PT,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,56,3
13,13,13,PTB,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,21,1
14,14,14,PV,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,3,1
15,15,15,S.Part.,1869,112201,2003-05-22 09:32:33.0,2003-05-22 14:01:20.0,1,0
