,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,9,0
1,1,1,PDT,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,9,1
2,2,2,PFL,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,10,16
3,3,3,PL,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,25,0
4,4,4,PMDB,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,32,0
5,5,5,PMN,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,1,0
6,6,6,PP,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,30,2
7,7,7,PPS,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,13,0
8,8,8,PRONA,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,1,5
9,9,9,PSB,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,12,1
10,10,10,PSC,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,0,0
11,11,11,PSDB,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,3,25
12,12,12,PSL,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,0,0
13,13,13,PT,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,65,0
14,14,14,PTB,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,29,2
15,15,15,PV,1924,124115,2003-08-12 09:25:14.0,2003-08-12 14:30:22.0,4,1
