,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,11,0
1,1,1,PDT,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,14,0
2,2,2,PFL,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,64,1
3,3,3,PL,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,35,0
4,4,4,PMDB,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,58,0
5,5,5,PMN,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,1,0
6,6,6,PP,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,34,5
7,7,7,PPS,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,19,0
8,8,8,PRONA,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,6,0
9,9,9,PSB,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,28,1
10,10,10,PSC,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,1,0
11,11,11,PSDB,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,37,8
12,12,12,PSL,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,1,0
13,13,13,PT,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,86,1
14,14,14,PTB,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,45,1
15,15,15,PV,1932,113716,2003-08-13 18:33:09.0,2003-08-13 23:08:57.0,5,1
