,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,8,0
1,1,PDT,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,7,0
2,2,PFL,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,3,34
3,3,PL,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,27,1
4,4,PMDB,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,41,9
5,5,PP,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,33,2
6,6,PPS,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,15,0
7,7,PRONA,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,0,1
8,8,PSB,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,14,1
9,9,PSC,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,4,1
10,10,PSDB,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,2,26
11,11,PSL,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,1,0
12,12,PT,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,65,0
13,13,PTB,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,27,3
14,14,PV,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,4,0
15,15,S.Part.,2112,149095,2004-03-23 14:00:53.0,2004-03-23 19:02:39.0,1,3
