,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,0,6
1,1,PDT,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,2,5
2,2,PFL,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,35,1
3,3,PL,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,32,1
4,4,PMDB,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,34,19
5,5,PP,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,40,0
6,6,PPS,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,1,12
7,7,PRONA,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,1,0
8,8,PSB,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,0,11
9,9,PSC,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,4,0
10,10,PSDB,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,37,0
11,11,PSL,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,1,0
12,12,PT,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,47,24
13,13,PTB,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,35,2
14,14,PV,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,3,0
15,15,S.Part.,2297,125572,2004-12-14 14:00:40.0,2004-12-14 20:14:27.0,2,5
