,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,6,0
1,1,PDT,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,6,1
2,2,PFL,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,7,22
3,3,PL,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,25,0
4,4,PMDB,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,42,0
5,5,PMN,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,1,0
6,6,PP,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,24,1
7,7,PPS,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,13,0
8,8,PRONA,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,0,5
9,9,PSB,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,12,0
10,10,PSC,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,3,0
11,11,PSDB,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,28,5
12,12,PSL,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,1,0
13,13,PT,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,61,4
14,14,PTB,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,25,2
15,15,PV,1954,113717,2003-09-10 21:07:08.0,2003-09-11 00:18:47.0,2,1
