,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,8,0
1,1,PDT,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,6,0
2,2,PFL,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,8,27
3,3,PL,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,18,0
4,4,PMDB,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,49,0
5,5,PMN,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,1,0
6,6,PP,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,26,4
7,7,PPS,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,14,0
8,8,PRONA,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,0,4
9,9,PSB,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,11,0
10,10,PSC,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,4,0
11,11,PSDB,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,7,30
12,12,PSL,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,1,0
13,13,PT,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,65,3
14,14,PTB,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,33,1
15,15,PV,1981,113717,2003-09-24 16:06:54.0,2003-09-24 21:10:15.0,3,0
