,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,10,0
1,1,1,PDT,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,13,1
2,2,2,PFL,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,3,37
3,3,3,PL,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,5,15
4,4,4,PMDB,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,38,9
5,5,5,PMN,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,0,0
6,6,6,PPB,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,2,14
7,7,7,PPS,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,16,0
8,8,8,PRONA,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,0,5
9,9,9,PSB,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,18,1
10,10,10,PSC,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,1,0
11,11,11,PSDB,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,4,18
12,12,12,PT,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,82,1
13,13,13,PTB,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,1,20
14,14,14,PV,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,2,4
15,15,15,S.Part.,1862,105507,2003-04-30 09:00:00.0,2003-04-30 18:23:11.0,0,1
