,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,8,0
1,1,PDT,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,6,1
2,2,PFL,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,2,18
3,3,PL,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,22,0
4,4,PMDB,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,44,0
5,5,PP,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,32,1
6,6,PPS,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,17,0
7,7,PRONA,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,0,2
8,8,PSB,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,12,0
9,9,PSC,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,5,0
10,10,PSDB,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,0,12
11,11,PSL,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,1,0
12,12,PT,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,68,1
13,13,PTB,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,35,0
14,14,PV,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,4,1
15,15,S.Part.,2020,140406,2003-12-18 13:32:26.0,2003-12-18 18:43:37.0,2,0
