,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,PCdoB,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,6,0
1,1,PDT,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,9,1
2,2,PFL,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,5,26
3,3,PL,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,22,0
4,4,PMDB,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,50,0
5,5,PMN,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,1,0
6,6,PP,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,23,2
7,7,PPS,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,15,0
8,8,PRONA,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,0,6
9,9,PSB,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,9,0
10,10,PSC,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,0,0
11,11,PSDB,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,8,27
12,12,PSL,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,1,0
13,13,PT,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,71,3
14,14,PTB,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,44,1
15,15,PV,1983,113717,2003-09-24 21:11:24.0,2003-09-25 00:17:55.0,3,0
