,Unnamed: 0,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,DEM,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,41,1
1,1,PCdoB,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,10,0
2,2,PDT,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,14,0
3,3,PHS,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,1,1
4,4,PMDB,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,50,10
5,5,PMN,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,3,0
6,6,PP,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,26,0
7,7,PPS,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,7,0
8,8,PR,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,28,0
9,9,PRB,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,2,0
10,10,PRTB,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,1,0
11,11,PSB,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,6,14
12,12,PSC,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,7,1
13,13,PSDB,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,36,0
14,14,PSOL,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,1,2
15,15,PT,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,59,2
16,16,PTB,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,15,0
17,17,PTC,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,0,0
18,18,PTdoB,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,1,0
19,19,PV,3080,104342,2007-10-31 14:00:12.0,2007-10-31 20:05:08.0,11,0
