,Unnamed: 0,Unnamed: 0.1,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,0,0,PCdoB,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,10,0
1,1,1,PDT,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,12,0
2,2,2,PFL,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,13,37
3,3,3,PL,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,30,1
4,4,4,PMDB,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,57,1
5,5,5,PMN,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,1,0
6,6,6,PP,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,40,4
7,7,7,PPS,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,15,0
8,8,8,PRONA,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,0,5
9,9,9,PSB,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,18,2
10,10,10,PSC,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,1,0
11,11,11,PSDB,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,8,31
12,12,12,PSL,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,1,0
13,13,13,PT,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,86,4
14,14,14,PTB,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,44,2
15,15,15,PV,1936,113716,2003-08-26 14:00:29.0,2003-08-26 19:30:23.0,3,1
