,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,28,1
1,PCdoB,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,9,0
2,PDT,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,12,4
3,PHS,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,2,0
4,PMDB,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,47,1
5,PMN,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,1,0
6,PP,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,21,1
7,PPS,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,5,0
8,PR,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,22,1
9,PRB,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,2,0
10,PSB,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,17,0
11,PSC,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,12,0
12,PSDB,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,34,0
13,PSOL,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,0,3
14,PT,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,59,2
15,PTB,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,12,0
16,PTC,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,0,1
17,PTdoB,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,0,0
18,PV,4492,488165,2010-12-07 13:00:15.0,2010-12-07 18:41:36.0,3,0
