,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,14
1,PCdoB,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,9,0
2,PDT,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,12,5
3,PEN,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,0
4,PHS,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,4,1
5,PMDB,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,40,6
6,PMN,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,2,1
7,PP,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,20,12
8,PPS,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,10
9,PR,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,17,6
10,PRB,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,12,2
11,PROS,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,10,0
12,PRP,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,1,0
13,PSB,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,28
14,PSC,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,2,4
15,PSD,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,20,4
16,PSDB,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,44
17,PSDC,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,1,0
18,PSL,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,0
19,PSOL,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,5
20,PT,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,48,2
21,PTB,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,14,2
22,PTC,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,0
23,PTN,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,1,1
24,PTdoB,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,1
25,PV,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,4,1
26,REDE,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,4
27,S.Part.,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,0,1
28,Solidaried,6698,1715687,2015-11-04 14:00:05.0,2015-11-04 20:53:04.0,1,10
