,siglaPartido,voteId,idProposicao,dataHoraInicio,dataHoraFim,com_governo,contra_governo
0,DEM,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,3,17
1,PCdoB,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,10,0
2,PDT,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,12,0
3,PEN,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,1,0
4,PHS,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,4,0
5,PMB,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,1,0
6,PMDB,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,37,4
7,PP,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,30,3
8,PPS,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,0,4
9,PR,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,18,2
10,PRB,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,15,0
11,PROS,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,3,0
12,PSB,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,17,5
13,PSC,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,0,7
14,PSD,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,19,0
15,PSDB,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,22,17
16,PSL,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,1,0
17,PSOL,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,6,0
18,PT,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,45,0
19,PTB,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,11,2
20,PTN,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,11,0
21,PTdoB,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,1,0
22,PV,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,3,0
23,REDE,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,5,0
24,Solidaried,6882,2075925,2016-03-28 18:00:05.0,2016-03-28 21:58:47.0,2,5
